orig_pred,contrast_pred,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,orig_contrast_hypothesis_probs,orig_contrast_premise_probs,pred_edit_premise_probs,pred_edit_hypo_probs,diff_premise_probs,diff_hypothesis_probs
entailment,neutral,Large brown dog walking in shallow water.,A brown dog is walking outside,Large brown dog walking.,A brown dog is walking in shallow water.,1,2,1,0.375,0.6666666666666666,36.425575256347656,187.08152770996094,0.8105546236038208,0.18277496099472046,0.6019222140312195,0.9795495867729187,0.419147253036499,0.1689949631690979
entailment,neutral,A man in a black shirt and brown pants is jumping in the air performing a karate kick towards a man in a red shirt and black hat.,Two males are involved in martial arts.,A man is jumping in the air performing a karate kick.,Two males are performing martial arts moves.,1,1,1,0.5862068965517241,0.375,31.174678802490234,57.8678092956543,0.9818933010101318,0.9818933010101318,0.9711928963661194,0.9878723621368408,-0.010700404644012451,0.005979061126708984
entailment,contradiction,A guy in glasses is biting into a pink marshmallow chick while somebody else is puckering their lips out wanting a bite.,A man is eating a marshmallow.,A guy in glasses is biting into a blue marshmallow while somebody else is puckering their lips out wanting a bite.,A man is eating a rock.,1,1,0,0.08695652173913043,0.14285714285714285,96.55337524414062,65.8963623046875,0.04956556856632233,0.9061751961708069,0.9775242805480957,0.9996742010116577,0.07134908437728882,0.9501086324453354
entailment,neutral,A man wearing a red vest is walking past a black and green fence.,A man is wearing a vest.,A man wears a red vest.,A man is wearing a black and green vest.,1,1,0,0.6,0.42857142857142855,21.48550033569336,24.759075164794922,0.00029236680711619556,0.9877102375030518,0.9837019443511963,0.9961961507797241,-0.004008293151855469,0.9959037839726079
entailment,neutral,A young girl with water wings leaps into a crowded pool,There are people in a pool.,A young girl leaps into a crowded pool.,A young girl is swimming in a crowded pool.,1,1,1,0.36363636363636365,0.8571428571428571,51.14240264892578,37.933837890625,0.993308424949646,0.993308424949646,0.9926261305809021,0.6043457388877869,-0.0006822943687438965,-0.38896268606185913
entailment,neutral,A man sitting on steps with a child as a bystander walks by.,A man and a child sitting on steps saw a bystander.,A man sits on steps with a child as a bystander walks by.,A man and a child are sitting on steps outside.,1,1,1,0.07142857142857142,0.3333333333333333,27.165924072265625,33.965728759765625,0.9263352751731873,0.9263352751731873,0.9341124296188354,0.6995879411697388,0.007777154445648193,-0.2267473340034485
entailment,neutral,The girl wearing a brown jacket whilst walking in snow.,The girl is walking outside.,The girl wears a brown jacket.,The girl is walking outside in the snow.,1,2,1,0.45454545454545453,0.5,60.86642074584961,50.749855041503906,0.9738063216209412,0.02560173161327839,0.9802148342132568,0.974277913570404,0.9546131025999784,0.0004715919494628906
entailment,neutral,A young woman wearing a yellow shirt and off-white shorts is reading a book while sitting on a park bench.,A woman reading a book while sitting on a bench.,A young woman is reading a book.,A young woman is reading a book while sitting on a park bench.,1,2,1,0.6521739130434783,0.2727272727272727,9.340250015258789,17.572839736938477,0.9867602586746216,0.01285556796938181,0.9870964288711548,0.9865837693214417,0.974240860901773,-0.00017648935317993164
entailment,neutral,"An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take some food up with his chopsticks.",A woman is preparing food for a child.,An Asian woman prepares a bowl of food.,An Asian woman is preparing food for a child in the kitchen.,1,2,1,0.7948717948717948,0.5555555555555556,44.16750717163086,28.130884170532227,0.9924307465553284,0.006928774993866682,0.9975118637084961,0.8464850783348083,0.9905830887146294,-0.14594566822052002
entailment,neutral,A woman and child are on a boat and the woman is looking out into the ocean through a scope.,A lady is looking through a scope at the ocean.,A woman and child are on a boat.,A lady is looking through a scope at the ocean on a boat.,1,2,1,0.5714285714285714,0.2727272727272727,23.418886184692383,40.101200103759766,0.9216509461402893,0.07339514791965485,0.6543449759483337,0.9103711843490601,0.5809498280286789,-0.011279761791229248
entailment,neutral,An Indian woman stands in an outdoor marketplace.,A female is outdoors at a bazaar.,An Indian woman stands in a marketplace.,A woman is in an outdoor marketplace.,1,1,1,0.2222222222222222,0.625,32.623512268066406,84.79512023925781,0.9833855032920837,0.9833855032920837,0.978298008441925,0.9877633452415466,-0.005087494850158691,0.004377841949462891
entailment,neutral,two teen boys in school clothes are walking with something in a garbage bag.,Two boys are walking together carrying a bag.,two teen boys are walking with something in a garbage bag.,Two boys are walking together carrying a bag of books.,1,1,2,0.2,0.2222222222222222,63.67608642578125,57.48300552368164,0.02185790240764618,0.976936399936676,0.9757553935050964,0.9976372718811035,-0.0011810064315795898,0.9757793694734573
entailment,neutral,"Two children, both wearing tan coats, are embracing one another.",Two kids are hugging.,Two children are embracing one another.,Two children are embracing one another while wearing tan coats.,1,1,1,0.46153846153846156,1.6,28.60685920715332,53.10108184814453,0.993302583694458,0.993302583694458,0.9915215969085693,0.9923309087753296,-0.0017809867858886719,-0.000971674919128418
entailment,neutral,A group of consumers walking through a public market to purchase vegetables with the background of the busy store just behind them.,Shoppers purchasing vegetables at a busy public market.,A group of consumers walking through a public market.,Customers shopping for vegetables at a bustling market.,1,2,1,0.5652173913043478,0.5555555555555556,81.74409484863281,69.47002410888672,0.9872907996177673,0.01231206301599741,0.9972144961357117,0.9293385148048401,0.9849024331197143,-0.057952284812927246
entailment,neutral,A man wearing a shite short-sleeved shirt kisses a woman wearing a light pink jacket while standing on a public street.,A man is kissing a woman,A man wears a shirt.,A man is kissing a woman in a public place.,1,0,1,0.7916666666666666,0.8333333333333334,19.42888069152832,40.398250579833984,0.9873419404029846,0.0004207245947327465,0.9834955334663391,0.9923741221427917,0.9830748088716064,0.005032181739807129
entailment,neutral,A young woman is wearing a paper crown at an outdoor event.,the woman is outdoors,A young woman wears a paper crown.,A young woman is wearing a paper crown at an outdoor festival.,1,2,2,0.46153846153846156,2.75,14.340396881103516,221.30320739746094,0.0525314025580883,0.0525314025580883,0.9259753823280334,0.9790742993354797,0.8734439797699451,0.9265428967773914
entailment,neutral,Two women look at a table with assorted items on it in some sort of market that others are currently browsing.,two women are looking,Two women look at some items on a table.,Two women are looking at a table with assorted items on it in some sort of market that others are currently browsing.,1,1,1,0.6818181818181818,5.0,10.133951187133789,64.96530151367188,0.973412036895752,0.973412036895752,0.9661872982978821,0.9683189392089844,-0.007224738597869873,-0.005093097686767578
entailment,neutral,A fat woman wearing faint blue top is blowing soap bubble.,A fat woman is wearing a shirt.,A fat woman is blowing soap bubbles.,A fat woman is blowing soap bubbles.,2,2,1,0.4166666666666667,0.375,99.33602905273438,81.92926025390625,0.405644953250885,0.5130087733268738,0.9864266514778137,0.9894261360168457,0.47341787815093994,0.5837811827659607
entailment,neutral,A man in a suit driving a horse-drawn buggy down a stone street.,The man is driving a buggy.,A man in a suit drives a buggy.,The man is driving a horse-drawn buggy down a cobblestone street.,1,1,2,0.5,1.0,18.002878189086914,29.148927688598633,0.01003395114094019,0.9895097017288208,0.9911301136016846,0.9944393634796143,0.0016204118728637695,0.9844054123386741
entailment,neutral,Expert snowboard is trying a new trick.,The person is snowboarding.,Expert snowboarder is trying a new trick.,The person is snowboarding on a mountain.,1,1,2,0.125,0.6,60.78732681274414,44.87942123413086,0.02605898305773735,0.9731225371360779,0.9728514552116394,0.9649549126625061,-0.00027108192443847656,0.9388959296047688
entailment,neutral,An Asian lady is holding a cup and sitting in front of a table covered in different foods.,There is a table next to a lady.,An Asian lady is holding a cup.,There is a table next to a lady wearing a white shirt.,1,2,2,0.5789473684210527,0.4444444444444444,32.514259338378906,66.6908950805664,0.013702170923352242,0.013702170923352242,0.7195461988449097,0.9949415326118469,0.7058440279215574,0.9812393616884947
entailment,neutral,An Asian young woman wearing a white shirt and black pants is holding a pink purse.,The woman is holding a purse.,An Asian young woman is holding a pink purse.,The Asian young woman is holding a pink purse.,1,1,1,0.4117647058823529,0.42857142857142855,16.02121353149414,40.29794692993164,0.995635449886322,0.995635449886322,0.9954191446304321,0.9931142926216125,-0.00021630525588989258,-0.0025211572647094727
entailment,neutral,A woman wearing a red hat and red bandanna followed by a man in a red bandanna.,The people are wearing bandanas.,A woman wearing a red hat followed by a man in a red bandanna.,The people are wearing red bandanas.,1,1,1,0.16666666666666666,0.16666666666666666,25.854158401489258,32.87446975708008,0.9649219512939453,0.9649219512939453,0.6864509582519531,0.9450684189796448,-0.2784709930419922,-0.019853532314300537
entailment,neutral,A white man taking a photo in front of water.,A man is in front of water.,A man takes a photo in front of water.,A man is taking a photo in front of water.,1,1,1,0.18181818181818182,0.375,16.86719512939453,18.679529190063477,0.9720547795295715,0.9720547795295715,0.9642074704170227,0.9847346544265747,-0.007847309112548828,0.012679874897003174
entailment,neutral,A man touching a hanging strand of lamps.,A man is reaching out to a strand of lamps.,A man touches a hanging strand of lamps.,A man is reaching out to a strand of lamps in a store.,1,1,2,0.1111111111111111,0.2727272727272727,74.13340759277344,52.68511962890625,0.06938126683235168,0.9302559494972229,0.9567238092422485,0.98067307472229,0.026467859745025635,0.9112918078899384
entailment,neutral,Dog running with a purple toy in the snowy field.,A dog is running.,Dog runs with a toy.,A dog runs in a snowy field with a purple toy.,1,1,1,0.5454545454545454,1.8,32.49506378173828,107.20391082763672,0.991206705570221,0.991206705570221,0.9887479543685913,0.9845055937767029,-0.0024587512016296387,-0.006701111793518066
entailment,neutral,Two bearded men sit side by side.,Two men are sitting down.,Two bearded men sit.,Two men are sitting side by side.,1,1,1,0.375,0.5,16.599124908447266,71.87950134277344,0.9829204678535461,0.9829204678535461,0.9785814881324768,0.9867830276489258,-0.004338979721069336,0.0038625597953796387
entailment,neutral,Two men in karate gear using fighting sticks.,two karate men sparring with sticks,Two men in karate gear use fighting sticks.,Two karate men are sparring with sticks in a tournament.,1,1,2,0.1111111111111111,1.0,71.76404571533203,172.5264129638672,0.16269420087337494,0.8353274464607239,0.8737720251083374,0.9981459379196167,0.038444578647613525,0.8354517370462418
neutral,entailment,Man and woman rowing on surfboards third rower in distance.,Couples rowing on surfboards.,Man and woman rowing on surfboards in the ocean.,Couples rowing on surfboards third rower in distance.,2,2,2,0.36363636363636365,0.8,48.19121170043945,41.9013671875,0.6080169081687927,0.6080169081687927,0.6417179703712463,0.5562464594841003,0.03370106220245361,-0.05177044868469238
entailment,neutral,A person sweeping stairs in a park.,A person outside.,A person sweeps stairs.,A person is sweeping stairs outside.,1,1,1,0.5,0.75,93.34854125976562,252.3017578125,0.984515905380249,0.984515905380249,0.49830925464630127,0.9704757332801819,-0.48620665073394775,-0.014040172100067139
entailment,neutral,"Four young men stare up at a basketball hoop with no net, in an outdoor, urban basketball court.",Four young men looking up at a basketball hoop.,Four young men stare up at a basketball hoop.,Four young men look up at an outdoor basketball hoop.,1,1,1,0.5238095238095238,0.3,42.99690628051758,21.672286987304688,0.9897754192352295,0.9897754192352295,0.9778600931167603,0.9699178338050842,-0.011915326118469238,-0.019857585430145264
entailment,neutral,A solo cyclist is riding down a windy road.,A cyclist rides down a road,A cyclist rides.,A solo cyclist rides down a windy road.,1,2,1,0.7,0.5,19.741559982299805,46.93879699707031,0.9696294665336609,0.02995317429304123,0.6689308881759644,0.9880368709564209,0.6389777138829231,0.01840740442276001
entailment,neutral,"Two hockey players on opposing teams, one in a red and white jersey and one in a blue and black jersey, are standing on the rink.",Hockey players are standing on the ice rink.,"Two hockey players, one in a red and white jersey and one in a blue and black jersey, are standing on the rink.",Two hockey players are standing on the rink.,1,1,1,0.10344827586206896,0.3333333333333333,11.031062126159668,14.93644905090332,0.851155161857605,0.851155161857605,0.9604713320732117,0.9879423975944519,0.10931617021560669,0.13678723573684692
contradiction,neutral,"A guy on Rollerblades, sliding across a rail.",The skateboarder rides the rail.,A guy on Rollerblades slides across the rail.,A skateboarder rides the rail.,0,0,0,0.3,0.16666666666666666,72.45026397705078,67.73731231689453,0.997514009475708,0.997514009475708,0.9978559613227844,0.9981327652931213,0.000341951847076416,0.0006187558174133301
entailment,neutral,A woman is in the middle of hitting a tennis ball.,A woman is playing tennis.,A woman hits a tennis ball.,A woman is playing tennis on a sunny day.,1,1,2,0.5,0.6666666666666666,23.06924819946289,41.633235931396484,0.1843523383140564,0.8140900135040283,0.826239824295044,0.9924696087837219,0.012149810791015625,0.8081172704696655
neutral,entailment,There are two people walking in the sand.,Two people walk across the beach.,There are two people walking in the sand on the beach.,Two people walk on the sand.,2,1,1,0.3333333333333333,0.2857142857142857,24.163530349731445,19.14773941040039,0.10928977280855179,0.10928977280855179,0.934613049030304,0.9859879612922668,0.8253232762217522,0.8766981884837151
entailment,neutral,A man sitting and a woman laying in his lap kissing each other.,A man sitting and woman laying in his lap.,A man and woman sitting and kissing.,A man sitting and a woman lying in his lap.,1,0,1,0.5714285714285714,0.2,12.850118637084961,46.83433151245117,0.8980305194854736,0.008558082394301891,0.8002737760543823,0.9064673781394958,0.7917156936600804,0.008436858654022217
entailment,neutral,An elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.,A woman is in a tan nun uniform.,An elderly woman is taking a picture with her camera.,A woman is wearing a tan nun uniform.,1,0,1,0.42105263157894735,0.1111111111111111,50.687034606933594,67.3501205444336,0.9844624996185303,0.0010836416622623801,0.5303112864494324,0.9882709383964539,0.52922764478717,0.003808438777923584
entailment,neutral,Four women standing around a yellow table are looking at laptops.,A group of women looking at laptops together.,Four women are looking at laptops.,Four women are looking at laptops in the same room.,1,1,2,0.4166666666666667,0.8888888888888888,35.493473052978516,61.079593658447266,0.04219365492463112,0.9573054313659668,0.9040534496307373,0.5097060203552246,-0.05325198173522949,0.4675123654305935
neutral,entailment,Artist on street corner selling his artwork.,Someone is selling paintings.,Artist on street corner selling his paintings.,Someone is selling artwork.,2,1,1,0.125,0.2,108.99285125732422,100.40853118896484,0.014990120194852352,0.014990120194852352,0.9861964583396912,0.9861212372779846,0.9712063381448388,0.9711311170831323
contradiction,neutral,A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo.,A boy alien dressed for summer in a green shirt and kahki shorts,A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo.,A boy dressed for summer in a green shirt and khaki shorts extends food to a reindeer in a petting zoo.,0,0,2,0.0,0.9230769230769231,12.374446868896484,32.61750793457031,0.00030299369245767593,0.9996476173400879,0.9996476173400879,0.7570461630821228,0.0,0.7567431693896651
entailment,neutral,A man in a brown shirt and blue shorts walking in Droney Park.,A man walking in Droney Park.,A man walks in Droney Park.,A man walks in Droney Park.,1,1,1,0.5714285714285714,0.14285714285714285,27.1796817779541,22.87217140197754,0.98637855052948,0.98637855052948,0.9813759326934814,0.9919994473457336,-0.005002617835998535,0.005620896816253662
entailment,neutral,A young man blew up balloons to craft into animals for the seven excited children that looked on.,The children are watching the man blow up balloons,A young man blew up balloons.,The children are watching someone blow up balloons.,1,2,1,0.631578947368421,0.3333333333333333,146.8880615234375,52.813472747802734,0.9752832055091858,0.024136727675795555,0.9409703016281128,0.9908761382102966,0.9168335739523172,0.01559293270111084
entailment,neutral,Three women sit together near woven walls.,Three women sit together.,Three women sit together near woven baskets.,Three women sit together in a room with woven walls.,1,1,2,0.125,1.2,61.41624450683594,134.77584838867188,0.0068185413256287575,0.9929798245429993,0.9932241439819336,0.6296206116676331,0.00024431943893432617,0.6228020703420043
neutral,entailment,"A young gymnast looks back at the audience, trying to catch a glimpse of her proud parents before starting her performance.",A gymnast scanning a crowd for familiar faces.,"A young gymnast looks back at the audience, trying to catch a glimpse of her proud parents before starting her performance in the arena.",A gymnast scans the crowd before her performance.,2,2,1,0.13043478260869565,0.5555555555555556,29.58673858642578,41.337894439697266,0.166743665933609,0.8317546248435974,0.70529705286026,0.990680992603302,-0.1264575719833374,0.823937326669693
neutral,entailment,A fireman searching for something using a flashlight.,A fireman is in the dark.,A fireman searching for something using a flashlight in a dark room.,A fireman is searching for something.,2,1,1,0.4444444444444444,0.42857142857142855,52.68638610839844,50.1466178894043,0.07157427817583084,0.07157427817583084,0.970702052116394,0.9794888496398926,0.8991277739405632,0.9079145714640617
entailment,neutral,A male with a prosthetic leg diving for a volleyball.,The male has at least one prosthetic leg.,A male dives for a volleyball.,A male is diving for a volleyball.,1,1,1,0.45454545454545453,0.7777777777777778,39.42854309082031,60.24922561645508,0.9964801669120789,0.9964801669120789,0.8845093846321106,0.9829056262969971,-0.11197078227996826,-0.013574540615081787
entailment,neutral,A man sits at a table in a room.,A man sits.,A man sits in a room.,A man sits at a table.,1,1,1,0.3,0.75,11.166796684265137,27.533828735351562,0.9960705041885376,0.9960705041885376,0.9946210384368896,0.9927727580070496,-0.0014494657516479492,-0.003297746181488037
entailment,neutral,Violin soloists take the stage during the orchestra's opening show at the theater.,People are playing violin on stage.,Violinists take the stage during the orchestra's opening show.,People are taking the stage during the orchestra's opening show at the theater.,1,1,1,0.3333333333333333,1.7142857142857142,18.83263397216797,59.953643798828125,0.8740487694740295,0.8740487694740295,0.9132367968559265,0.9750452637672424,0.03918802738189697,0.10099649429321289
entailment,neutral,Women in costume stand on a stage.,The women are on stage.,Women stand on a stage.,The women are on a stage.,1,1,1,0.25,0.16666666666666666,53.30376434326172,48.1713981628418,0.9883438348770142,0.9883438348770142,0.9914155602455139,0.9888159036636353,0.003071725368499756,0.00047206878662109375
entailment,neutral,"A race car, numbered 104 is rounding a bend as two people watch and take pictures.",People are taking pictures.,A race car is rounding a bend.,People are taking pictures of a race car.,1,0,1,0.5555555555555556,0.8,93.58551025390625,115.03385162353516,0.9809280037879944,0.0016475892625749111,0.9937118291854858,0.9771245121955872,0.9920642399229109,-0.0038034915924072266
entailment,neutral,Two young boys are playing in a fountain in a city plaza.,Kids are are standing in a fountain.,Two young boys are playing in a fountain.,Two young boys are playing in a fountain on a sunny day.,1,1,2,0.3076923076923077,1.0,15.67098331451416,64.93876647949219,0.13611134886741638,0.8568165898323059,0.8533138036727905,0.9921785593032837,-0.003502786159515381,0.8560672104358673
entailment,neutral,"One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera.",An adult using a video camera.,One young boy in a yellow long-sleeved shirt and jeans sits down.,An adult is filming a video.,1,0,1,0.5172413793103449,0.42857142857142855,31.34930419921875,37.17335510253906,0.9612772464752197,0.011996442452073097,0.9994204044342041,0.8296505212783813,0.987423961982131,-0.13162672519683838
entailment,neutral,A woman is leaning down while talking to her phone.,A woman is using a phone,A woman leans down.,A woman is using a phone outside.,1,0,2,0.6363636363636364,0.3333333333333333,53.66276550292969,76.414794921875,0.027203282341361046,0.0006624471861869097,0.6471256017684937,0.8664339184761047,0.6464631545823067,0.8392306361347437
entailment,neutral,A skier goes down a hill with a mountain as a backdrop.,A skier going down a hill.,A skier goes down a hill.,A skier goes down a hill in the mountains.,1,1,1,0.46153846153846156,0.5714285714285714,19.849016189575195,15.280508041381836,0.990408182144165,0.990408182144165,0.9779047966003418,0.9493516683578491,-0.012503385543823242,-0.04105651378631592
entailment,neutral,"Women of India performing with blue streamers, in beautiful blue costumes.",indian women perform together in gorgeous costumes,"Women perform with blue streamers, in beautiful blue costumes.",Indian women perform together in beautiful costumes.,1,2,1,0.23076923076923078,0.42857142857142855,139.9503936767578,266.6355285644531,0.9075251221656799,0.09206882864236832,0.993780791759491,0.9118722081184387,0.9017119631171227,0.004347085952758789
entailment,neutral,A gymnast is seen defying gravity as she performs an impressive move several feet above the parallel bars.,a gymanst performing,A gymnast is seen defying gravity.,A gymnast is performing an impressive move several feet above the parallel bars.,1,1,1,0.631578947368421,4.333333333333333,19.355262756347656,474.50537109375,0.961396336555481,0.961396336555481,0.8892412781715393,0.9873223900794983,-0.07215505838394165,0.025926053524017334
entailment,neutral,Players from two opposing teams wearing colorful cleats struggle to gain control over a ball on an AstroTurf field.,The players are playing a sport.,Players from two opposing teams struggle to gain control over a ball.,Players from two opposing teams wearing colorful cleats are playing a sport on an AstroTurf field.,1,1,1,0.35,1.7142857142857142,22.066938400268555,52.326229095458984,0.9507964253425598,0.9507964253425598,0.9543490409851074,0.6912187337875366,0.0035526156425476074,-0.2595776915550232
entailment,neutral,a young girl looking down through some leaves from atop a tree.,There is a girl outdoors.,a young girl looks through some leaves from atop a tree.,A young girl is looking down from atop a tree.,1,1,1,0.15384615384615385,1.5,21.79900550842285,75.29265594482422,0.9959824085235596,0.9959824085235596,0.9963139891624451,0.958987832069397,0.00033158063888549805,-0.0369945764541626
entailment,neutral,A man holding a baby who is petting a pony.,A man with a baby is petting a pony.,A man holds a baby who pets a pony.,A man with a baby is petting a pony outside.,1,1,2,0.2727272727272727,0.1,26.023653030395508,29.066303253173828,0.026972005143761635,0.9720041751861572,0.9644319415092468,0.5154342651367188,-0.0075722336769104,0.4884622599929571
entailment,neutral,Man in blue shirt yells and points off-camera while a man in a blue shirt and baseball cap watches.,A man is yelling.,Man in blue shirt yells.,A man is yelling off-camera.,1,1,1,0.7272727272727273,0.6,34.39033508300781,97.6305160522461,0.9945847392082214,0.9945847392082214,0.9917088150978088,0.9882808327674866,-0.0028759241104125977,-0.006303906440734863
entailment,neutral,A small child is riding in a red wagon.,A kid is in a wagon.,A small child rides in a red wagon.,A small child is in a red wagon.,1,1,1,0.2,0.42857142857142855,19.792190551757812,47.327980041503906,0.9833699464797974,0.9833699464797974,0.9808268547058105,0.9817019701004028,-0.0025430917739868164,-0.0016679763793945312
entailment,neutral,A man in renaissance clothing is sitting on a brick wall.,The man is in costume,A man sits on a brick wall.,The man is in costume for a renaissance festival.,1,2,2,0.4166666666666667,1.0,48.5750846862793,35.9964485168457,0.0561940036714077,0.0561940036714077,0.6569976806640625,0.9986792206764221,0.6008036769926548,0.9424852170050144
entailment,neutral,a big black dog jumps in the air to catch the tennis ball in his mouth.,A dog is jumping.,a dog jumps in the air.,A dog is jumping in the air.,1,1,1,0.5882352941176471,0.6,29.14238929748535,47.177581787109375,0.987786054611206,0.987786054611206,0.9886688590049744,0.9805797934532166,0.0008828043937683105,-0.007206261157989502
entailment,neutral,Two men are boxing in fighting arena.,TWo men are boxing.,Two men box.,Two men are boxing in a professional arena.,1,1,2,0.625,1.0,72.0850601196289,923.6351318359375,0.013656635768711567,0.9861133694648743,0.6327831745147705,0.9851674437522888,-0.35333019495010376,0.9715108079835773
entailment,neutral,A wall hung with multicolored crosses is visible behind the group of young men as they converse.,Young men are talking,A wall hung with multicolored crosses is visible.,Young men are talking behind a wall with multicolored crosses.,1,1,1,0.5,1.75,28.90711784362793,122.7899169921875,0.9803629517555237,0.9803629517555237,0.9302181005477905,0.9834754467010498,-0.050144851207733154,0.003112494945526123
