data_idx,sorted_idx,orig_pred,new_pred,contrast_pred,orig_contrast_prob_pred,new_contrast_prob_pred,orig_input,edited_input,orig_editable_seg,edited_editable_seg,minimality,num_edit_rounds,mask_frac,duration,error,llama_premise,llama_hypothesis
13,0,entailment,neutral,neutral,0.0046560098417103,0.5119916,"{'sentence1': 'Three men in yellow green safety vests sit on a bench yawning, smoking and having a break.', 'sentence2': 'There are people seated.'}","{'sentence1': ' Two men  wearing blue vests on   a pier  at sunset.', 'sentence2': 'There are people seated.'}","Three men in yellow green safety vests sit on a bench yawning, smoking and having a break. ", Two men  wearing blue vests on   a pier  at sunset.,0.7368421052631579,2.0,0.48125,4.375417470932007,False,Three men in yellow green safety vests sit on a bench.,Three men are seated on a bench.
14,0,entailment,neutral,neutral,0.0607509687542915,0.47272903,"{'sentence1': 'A man in gray on a rocky cliff, overlooking the mountains.', 'sentence2': 'A man can see mountains from where he stands.'}","{'sentence1': '   Someone is  dressed   as   a   geisha and overlooking the mountains.', 'sentence2': 'A man can see mountains from where he stands.'}","A man in gray on a rocky cliff, overlooking the mountains. ",   Someone is  dressed   as   a   geisha and overlooking the mountains.,0.6153846153846154,3.0,0.48125,8.124043703079224,False,A man stands on a rocky cliff.,"A man is standing on a rocky cliff, overlooking mountains."
16,0,entailment,neutral,neutral,0.0459853298962116,0.82371175,"{'sentence1': ""People standing in front of a gray building with a sign that reads' Tickets Available Here'."", 'sentence2': 'The people are standing outside.'}","{'sentence1': ""  People in   a  twister sign   that reads 'Get Here'."", 'sentence2': 'The people are standing outside.'}",People standing in front of a gray building with a sign that reads' Tickets Available Here'. ,  People in   a  twister sign   that reads 'Get Here'.,0.4736842105263157,2.0,0.48125,5.161700248718262,False,People stand outside a building.,The people are standing outside a building with a sign that reads 'Tickets Available Here'.
18,0,neutral,entailment,entailment,0.0856018736958503,0.5769369,"{'sentence1': 'A Skier ski-jumping while two other skiers watch his act.', 'sentence2': 'A skier preparing a trick'}","{'sentence1': 'A Skier ski isjumping while two other skiers watch his act.', 'sentence2': 'A skier preparing a trick'}",A Skier ski-jumping while two other skiers watch his act. ,A Skier ski isjumping while two other skiers watch his act.,0.1538461538461538,1.0,0.034375,0.6043717861175537,False,A Skier ski-jumping while two other skiers watch his act in the halfpipe., A skier preparing a trick while two other skiers watch.
19,0,entailment,neutral,neutral,0.1649000793695449,0.99641633,"{'sentence1': 'Large brown dog walking in shallow water.', 'sentence2': 'A brown dog is walking outside'}","{'sentence1': ' dog walking in water.', 'sentence2': 'A brown dog is walking outside'}",Large brown dog walking in shallow water. , dog walking in water.,0.375,1.0,0.515625,0.6792659759521484,False,Large brown dog walking.,A brown dog is walking in shallow water.
20,0,entailment,neutral,neutral,0.0196181405335664,0.55071336,"{'sentence1': 'A man in a black shirt and brown pants is jumping in the air performing a karate kick towards a man in a red shirt and black hat.', 'sentence2': 'Two males are involved in martial arts.'}","{'sentence1': '   A man  in shirt    and pants    is jumping in    a  pose while   sparring with    another male,a second man  in shirt    and pants  and another man.', 'sentence2': 'Two males are involved in martial arts.'}",A man in a black shirt and brown pants is jumping in the air performing a karate kick towards a man in a red shirt and black hat. ,"   A man  in shirt    and pants    is jumping in    a  pose while   sparring with    another male,a second man  in shirt    and pants  and another man.",0.5862068965517241,3.0,0.48125,13.401317358016968,False,A man is jumping in the air performing a karate kick.,Two males are performing martial arts moves.
21,0,entailment,contradiction,contradiction,0.1025006920099258,0.9979533,"{'sentence1': 'A guy in glasses is biting into a pink marshmallow chick while somebody else is puckering their lips out wanting a bite.', 'sentence2': 'A man is eating a marshmallow.'}","{'sentence1': ' A guy in glasses  is biting into a pink  bunny chick while somebody else is puckering their lips out wanting a bite.', 'sentence2': 'A man is eating a marshmallow.'}",A guy in glasses is biting into a pink marshmallow chick while somebody else is puckering their lips out wanting a bite. , A guy in glasses  is biting into a pink  bunny chick while somebody else is puckering their lips out wanting a bite.,0.0434782608695652,1.0,0.1375,1.244532346725464,False,A guy in glasses is biting into a blue marshmallow while somebody else is puckering their lips out wanting a bite.,A man is eating a rock.
22,0,entailment,neutral,neutral,0.0184726901352405,0.91717225,"{'sentence1': 'A man wearing a red vest is walking past a black and green fence.', 'sentence2': 'A man is wearing a vest.'}","{'sentence1': 'A  person wearing  a vest is walking past  s black and green fence.', 'sentence2': 'A man is wearing a vest.'}",A man wearing a red vest is walking past a black and green fence. ,A  person wearing  a vest is walking past  s black and green fence.,0.2,1.0,0.275,1.1646428108215332,False,A man wears a red vest.,A man is wearing a black and green vest.
23,0,entailment,neutral,neutral,0.0065264268778264,0.6898844,"{'sentence1': 'A young girl with water wings leaps into a crowded pool', 'sentence2': 'There are people in a pool.'}","{'sentence1': '  The   pool, near the pool', 'sentence2': 'There are people in a pool.'}",A young girl with water wings leaps into a crowded pool ,"  The   pool, near the pool",0.9090909090909092,3.0,0.515625,5.744304895401001,False,A young girl leaps into a crowded pool.,A young girl is swimming in a crowded pool.
24,0,entailment,neutral,neutral,0.066007949411869,0.7029268,"{'sentence1': 'A man sitting on steps with a child as a bystander walks by.', 'sentence2': 'A man and a child sitting on steps saw a bystander.'}","{'sentence1': 'A  man sitting  on steps with  another person as a passer by.', 'sentence2': 'A man and a child sitting on steps saw a bystander.'}",A man sitting on steps with a child as a bystander walks by. ,A  man sitting  on steps with  another person as a passer by.,0.2857142857142857,1.0,0.48125,1.8513553142547607,False,A man sits on steps with a child as a bystander walks by.,A man and a child are sitting on steps outside.
25,0,entailment,neutral,neutral,0.0439238362014293,0.9020104,"{'sentence1': 'The girl wearing a brown jacket whilst walking in snow.', 'sentence2': 'The girl is walking outside.'}","{'sentence1': 'The girl wearing a hat is walking.', 'sentence2': 'The girl is walking outside.'}",The girl wearing a brown jacket whilst walking in snow. ,The girl wearing a hat is walking.,0.4545454545454545,1.0,0.515625,0.7703659534454346,False,The girl wears a brown jacket.,The girl is walking outside in the snow.
26,0,entailment,neutral,neutral,0.0164797026664018,0.5217179,"{'sentence1': 'A young woman wearing a yellow shirt and off-white shorts is reading a book while sitting on a park bench.', 'sentence2': 'A woman reading a book while sitting on a bench.'}","{'sentence1': 'A  young woman wearing a  t- shirt and off-white shorts  is reading  while sitting on a bench.', 'sentence2': 'A woman reading a book while sitting on a bench.'}",A young woman wearing a yellow shirt and off-white shorts is reading a book while sitting on a park bench. ,A  young woman wearing a  t- shirt and off-white shorts  is reading  while sitting on a bench.,0.1739130434782608,1.0,0.34375,1.6533246040344238,False,A young woman is reading a book.,A young woman is reading a book while sitting on a park bench.
27,0,entailment,neutral,neutral,0.011538871563971,0.90885264,"{'sentence1': 'An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take some food up with his chopsticks.', 'sentence2': 'A woman is preparing food for a child.'}","{'sentence1': 'An  older woman in a purple  shirt preparing a bowl of  food for  a sitting  person to buy, while an older man eats a roll and prepares to take some food up with his chopsticks.', 'sentence2': 'A woman is preparing food for a child.'}","An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take some food up with his chopsticks. ","An  older woman in a purple  shirt preparing a bowl of  food for  a sitting  person to buy, while an older man eats a roll and prepares to take some food up with his chopsticks.",0.2051282051282051,1.0,0.171875,1.653327226638794,False,An Asian woman prepares a bowl of food.,An Asian woman is preparing food for a child in the kitchen.
28,0,entailment,neutral,neutral,0.0456021763384342,0.5437435,"{'sentence1': 'A woman and child are on a boat and the woman is looking out into the ocean through a scope.', 'sentence2': 'A lady is looking through a scope at the ocean.'}","{'sentence1': '  A woman and child are on  the beach, and   the woman   is looking out into   the distance, through a scope.', 'sentence2': 'A lady is looking through a scope at the ocean.'}",A woman and child are on a boat and the woman is looking out into the ocean through a scope. ,"  A woman and child are on  the beach, and   the woman   is looking out into   the distance, through a scope.",0.238095238095238,2.0,0.378125,3.540623188018799,False,A woman and child are on a boat.,A lady is looking through a scope at the ocean on a boat.
29,0,entailment,neutral,neutral,0.0242771506309509,0.9907975,"{'sentence1': 'An Indian woman stands in an outdoor marketplace.', 'sentence2': 'A female is outdoors at a bazaar.'}","{'sentence1': ' An Indian  woman stands in the street.', 'sentence2': 'A female is outdoors at a bazaar.'}",An Indian woman stands in an outdoor marketplace. , An Indian  woman stands in the street.,0.3333333333333333,1.0,0.48125,0.8508305549621582,False,An Indian woman stands in a marketplace.,A woman is in an outdoor marketplace.
30,0,entailment,neutral,neutral,0.0227946788072586,0.6952322,"{'sentence1': 'two teen boys in school clothes are walking with something in a garbage bag.', 'sentence2': 'Two boys are walking together carrying a bag.'}","{'sentence1': 'two teen boys in school clothes  talk about something in a bag.', 'sentence2': 'Two boys are walking together carrying a bag.'}",two teen boys in school clothes are walking with something in a garbage bag. ,two teen boys in school clothes  talk about something in a bag.,0.2666666666666666,1.0,0.275,0.7653665542602539,False,two teen boys are walking with something in a garbage bag.,Two boys are walking together carrying a bag of books.
31,0,entailment,neutral,neutral,0.0078641725704073,0.7369558,"{'sentence1': 'Two children, both wearing tan coats, are embracing one another.', 'sentence2': 'Two kids are hugging.'}","{'sentence1': ' Two children,  one wearing  matching coats, greet one another.', 'sentence2': 'Two kids are hugging.'}","Two children, both wearing tan coats, are embracing one another. "," Two children,  one wearing  matching coats, greet one another.",0.3076923076923077,1.0,0.515625,1.0487816333770752,False,Two children are embracing one another.,Two children are embracing one another while wearing tan coats.
32,0,entailment,neutral,neutral,0.0113855749368667,0.7895679,"{'sentence1': 'A group of consumers walking through a public market to purchase vegetables with the background of the busy store just behind them.', 'sentence2': 'Shoppers purchasing vegetables at a busy public market.'}","{'sentence1': 'A group  of consumers walking through a public market looking at vegetables with the background of the busy store just behind them.', 'sentence2': 'Shoppers purchasing vegetables at a busy public market.'}",A group of consumers walking through a public market to purchase vegetables with the background of the busy store just behind them. ,A group  of consumers walking through a public market looking at vegetables with the background of the busy store just behind them.,0.0869565217391304,1.0,0.103125,0.8741655349731445,False,A group of consumers walking through a public market.,Customers shopping for vegetables at a bustling market.
34,0,entailment,neutral,neutral,0.0156302079558372,0.8846313,"{'sentence1': 'A man wearing a shite short-sleeved shirt kisses a woman wearing a light pink jacket while standing on a public street.', 'sentence2': 'A man is kissing a woman'}","{'sentence1': ' A man wearing  a shite short-sleeved shirt kisses  shite- wearing a light  blue jacket while standing on the street.', 'sentence2': 'A man is kissing a woman'}",A man wearing a shite short-sleeved shirt kisses a woman wearing a light pink jacket while standing on a public street. , A man wearing  a shite short-sleeved shirt kisses  shite- wearing a light  blue jacket while standing on the street.,0.2083333333333333,1.0,0.275,1.7598166465759275,False,A man wears a shirt.,A man is kissing a woman in a public place.
35,0,entailment,neutral,neutral,0.0668404921889305,0.9105693,"{'sentence1': 'A young woman is wearing a paper crown at an outdoor event.', 'sentence2': 'the woman is outdoors'}","{'sentence1': 'A young woman is wearing a paper crown at an event.', 'sentence2': 'the woman is outdoors'}",A young woman is wearing a paper crown at an outdoor event. ,A young woman is wearing a paper crown at an event.,0.0769230769230769,1.0,0.1375,0.6366550922393799,False,A young woman wears a paper crown.,A young woman is wearing a paper crown at an outdoor festival.
36,0,entailment,neutral,neutral,0.0332186967134475,0.9202791,"{'sentence1': 'Two women look at a table with assorted items on it in some sort of market that others are currently browsing.', 'sentence2': 'two women are looking'}","{'sentence1': 'Two  people look at a table with assorted items on it in some sort of market , others are browsing.', 'sentence2': 'two women are looking'}",Two women look at a table with assorted items on it in some sort of market that others are currently browsing. ,"Two  people look at a table with assorted items on it in some sort of market , others are browsing.",0.1363636363636363,1.0,0.1375,0.8532896041870117,False,Two women look at some items on a table.,Two women are looking at a table with assorted items on it in some sort of market that others are currently browsing.
37,0,entailment,neutral,neutral,0.4301367402076721,0.9028207,"{'sentence1': 'A fat woman wearing faint blue top is blowing soap bubble.', 'sentence2': 'A fat woman is wearing a shirt.'}","{'sentence1': 'A fat  woman with faint  brown top is blowing bubble.', 'sentence2': 'A fat woman is wearing a shirt.'}",A fat woman wearing faint blue top is blowing soap bubble. ,A fat  woman with faint  brown top is blowing bubble.,0.25,1.0,0.4125,0.9914939403533936,False,A fat woman is blowing soap bubbles.,A fat woman is blowing soap bubbles.
38,0,entailment,neutral,neutral,0.0135213108733296,0.929687,"{'sentence1': 'A man in a suit driving a horse-drawn buggy down a stone street.', 'sentence2': 'The man is driving a buggy.'}","{'sentence1': 'A man in  black is driving  a horse-drawn vehicle down a stone street.', 'sentence2': 'The man is driving a buggy.'}",A man in a suit driving a horse-drawn buggy down a stone street. ,A man in  black is driving  a horse-drawn vehicle down a stone street.,0.1875,1.0,0.309375,1.2187423706054688,False,A man in a suit drives a buggy.,The man is driving a horse-drawn buggy down a cobblestone street.
39,0,entailment,neutral,neutral,0.0422715470194816,0.88036084,"{'sentence1': 'Expert snowboard is trying a new trick.', 'sentence2': 'The person is snowboarding.'}","{'sentence1': ' Someone is trying a trick.', 'sentence2': 'The person is snowboarding.'}",Expert snowboard is trying a new trick. , Someone is trying a trick.,0.375,1.0,0.4125,0.737379789352417,False,Expert snowboarder is trying a new trick.,The person is snowboarding on a mountain.
40,0,entailment,neutral,neutral,0.0181154608726501,0.5321063,"{'sentence1': 'An Asian lady is holding a cup and sitting in front of a table covered in different foods.', 'sentence2': 'There is a table next to a lady.'}","{'sentence1': ' An Asian lady is holding  a cup and sitting  in front of  woven baskets covered in various foods.', 'sentence2': 'There is a table next to a lady.'}",An Asian lady is holding a cup and sitting in front of a table covered in different foods. , An Asian lady is holding  a cup and sitting  in front of  woven baskets covered in various foods.,0.1578947368421052,1.0,0.275,1.2323148250579834,False,An Asian lady is holding a cup.,There is a table next to a lady wearing a white shirt.
41,0,entailment,neutral,neutral,0.0048140157014131,0.4947085,"{'sentence1': 'An Asian young woman wearing a white shirt and black pants is holding a pink purse.', 'sentence2': 'The woman is holding a purse.'}","{'sentence1': ' An Asian young  woman wearing  a shirt  and pants   reading  sitting next to purse.', 'sentence2': 'The woman is holding a purse.'}",An Asian young woman wearing a white shirt and black pants is holding a pink purse. , An Asian young  woman wearing  a shirt  and pants   reading  sitting next to purse.,0.3529411764705882,2.0,0.275,2.429343938827514,False,An Asian young woman is holding a pink purse.,The Asian young woman is holding a pink purse.
42,0,entailment,neutral,neutral,0.0384743399918079,0.8259728,"{'sentence1': 'A woman wearing a red hat and red bandanna followed by a man in a red bandanna.', 'sentence2': 'The people are wearing bandanas.'}","{'sentence1': ' A woman wearing  a hat  is followed by a man in a zebra suit.', 'sentence2': 'The people are wearing bandanas.'}",A woman wearing a red hat and red bandanna followed by a man in a red bandanna. , A woman wearing  a hat  is followed by a man in a zebra suit.,0.3333333333333333,1.0,0.4125,0.9868478775024414,False,A woman wearing a red hat followed by a man in a red bandanna.,The people are wearing red bandanas.
43,0,entailment,neutral,neutral,0.0305573474615812,0.69669497,"{'sentence1': 'A white man taking a photo in front of water.', 'sentence2': 'A man is in front of water.'}","{'sentence1': 'A white  person is taking  a photo  in front of water.', 'sentence2': 'A man is in front of water.'}",A white man taking a photo in front of water. ,A white  person is taking  a photo  in front of water.,0.1818181818181818,1.0,0.275,0.688462495803833,False,A man takes a photo in front of water.,A man is taking a photo in front of water.
45,0,entailment,neutral,neutral,0.0614654906094074,0.8748701,"{'sentence1': 'A man touching a hanging strand of lamps.', 'sentence2': 'A man is reaching out to a strand of lamps.'}","{'sentence1': 'A person touching a hanging strand of lamps.', 'sentence2': 'A man is reaching out to a strand of lamps.'}",A man touching a hanging strand of lamps. ,A person touching a hanging strand of lamps.,0.1111111111111111,1.0,0.06875,0.8202261924743652,False,A man touches a hanging strand of lamps.,A man is reaching out to a strand of lamps in a store.
46,0,entailment,neutral,neutral,0.0125219086185097,0.89478326,"{'sentence1': 'Dog running with a purple toy in the snowy field.', 'sentence2': 'A dog is running.'}","{'sentence1': ' Dog playing with  a toy in the field.', 'sentence2': 'A dog is running.'}",Dog running with a purple toy in the snowy field. , Dog playing with  a toy in the field.,0.2727272727272727,1.0,0.48125,0.9127380847930908,False,Dog runs with a toy.,A dog runs in a snowy field with a purple toy.
47,0,entailment,neutral,neutral,0.0237393528223037,0.82526773,"{'sentence1': 'Two bearded men sit side by side.', 'sentence2': 'Two men are sitting down.'}","{'sentence1': ' Two bearded men talking side by side.', 'sentence2': 'Two men are sitting down.'}",Two bearded men sit side by side. , Two bearded men talking side by side.,0.125,1.0,0.4125,0.8153877258300781,False,Two bearded men sit.,Two men are sitting side by side.
48,0,entailment,neutral,neutral,0.1449964046478271,0.95150566,"{'sentence1': 'Two men in karate gear using fighting sticks.', 'sentence2': 'two karate men sparring with sticks'}","{'sentence1': 'Two men  sparring sparing with sticks.', 'sentence2': 'two karate men sparring with sticks'}",Two men in karate gear using fighting sticks. ,Two men  sparring sparing with sticks.,0.5555555555555556,1.0,0.48125,0.9027915000915528,False,Two men in karate gear use fighting sticks.,Two karate men are sparring with sticks in a tournament.
49,0,neutral,entailment,entailment,0.2188097834587097,0.92647076,"{'sentence1': 'Man and woman rowing on surfboards third rower in distance.', 'sentence2': 'Couples rowing on surfboards.'}","{'sentence1': 'Man  and wife rowing on surfboards with rower in distance.', 'sentence2': 'Couples rowing on surfboards.'}",Man and woman rowing on surfboards third rower in distance. ,Man  and wife rowing on surfboards with rower in distance.,0.1818181818181818,1.0,0.275,0.7038838863372803,False,Man and woman rowing on surfboards in the ocean.,Couples rowing on surfboards third rower in distance.
50,0,entailment,neutral,neutral,0.0212580878287553,0.76014555,"{'sentence1': 'A person sweeping stairs in a park.', 'sentence2': 'A person outside.'}","{'sentence1': '   A telescope pointing at something', 'sentence2': 'A person outside.'}",A person sweeping stairs in a park. ,   A telescope pointing at something,0.875,3.0,0.515625,3.873327016830444,False,A person sweeps stairs.,A person is sweeping stairs outside.
51,0,entailment,neutral,neutral,0.0124620171263813,0.94306886,"{'sentence1': 'Four young men stare up at a basketball hoop with no net, in an outdoor, urban basketball court.', 'sentence2': 'Four young men looking up at a basketball hoop.'}","{'sentence1': 'Four young  people stare up at a  basketball hoop with no net, in  an outdoor, urban basketball court.', 'sentence2': 'Four young men looking up at a basketball hoop.'}","Four young men stare up at a basketball hoop with no net, in an outdoor, urban basketball court. ","Four young  people stare up at a  basketball hoop with no net, in  an outdoor, urban basketball court.",0.0476190476190476,1.0,0.1375,0.9179785251617432,False,Four young men stare up at a basketball hoop.,Four young men look up at an outdoor basketball hoop.
52,0,entailment,neutral,neutral,0.0412473231554031,0.49825624,"{'sentence1': 'A solo cyclist is riding down a windy road.', 'sentence2': 'A cyclist rides down a road'}","{'sentence1': '  A cyclist   rides down a short.', 'sentence2': 'A cyclist rides down a road'}",A solo cyclist is riding down a windy road. ,  A cyclist   rides down a short.,0.5,2.0,0.515625,1.8752577304840088,False,A cyclist rides.,A solo cyclist rides down a windy road.
54,0,entailment,neutral,neutral,0.2136722207069397,0.78453135,"{'sentence1': 'Two hockey players on opposing teams, one in a red and white jersey and one in a blue and black jersey, are standing on the rink.', 'sentence2': 'Hockey players are standing on the ice rink.'}","{'sentence1': ' Two players  on opposing teams, one in a red and  white jersey and one in a blue and  white jersey, are standing on the rink.', 'sentence2': 'Hockey players are standing on the ice rink.'}","Two hockey players on opposing teams, one in a red and white jersey and one in a blue and black jersey, are standing on the rink. "," Two players  on opposing teams, one in a red and  white jersey and one in a blue and  white jersey, are standing on the rink.",0.0689655172413793,1.0,0.240625,1.100092887878418,False,"Two hockey players, one in a red and white jersey and one in a blue and black jersey, are standing on the rink.",Two hockey players are standing on the rink.
56,0,contradiction,neutral,neutral,0.0024664215743541,0.51427114,"{'sentence1': 'A guy on Rollerblades, sliding across a rail.', 'sentence2': 'The skateboarder rides the rail.'}","{'sentence1': 'A guy  with shoulderblades is sliding across a rail.', 'sentence2': 'The skateboarder rides the rail.'}","A guy on Rollerblades, sliding across a rail. ",A guy  with shoulderblades is sliding across a rail.,0.3,1.0,0.275,0.7688701152801514,False,A guy on Rollerblades slides across the rail.,A skateboarder rides the rail.
58,0,entailment,neutral,neutral,0.2158370167016983,0.92372537,"{'sentence1': 'A woman is in the middle of hitting a tennis ball.', 'sentence2': 'A woman is playing tennis.'}","{'sentence1': 'A woman is in  the middle  of hitting a ball.', 'sentence2': 'A woman is playing tennis.'}",A woman is in the middle of hitting a tennis ball. ,A woman is in  the middle  of hitting a ball.,0.0833333333333333,1.0,0.275,0.6693620681762695,False,A woman hits a tennis ball.,A woman is playing tennis on a sunny day.
59,0,neutral,entailment,entailment,0.1223867759108543,0.9837488,"{'sentence1': 'There are two people walking in the sand.', 'sentence2': 'Two people walk across the beach.'}","{'sentence1': 'There are two  people walking in  the sand along the beach.', 'sentence2': 'Two people walk across the beach.'}",There are two people walking in the sand. ,There are two  people walking in  the sand along the beach.,0.3333333333333333,1.0,0.275,1.0281460285186768,False,There are two people walking in the sand on the beach.,Two people walk on the sand.
60,0,entailment,neutral,neutral,0.0885950922966003,0.5969128,"{'sentence1': 'A man sitting and a woman laying in his lap kissing each other.', 'sentence2': 'A man sitting and woman laying in his lap.'}","{'sentence1': 'A  man sitting and  woman laying in each other.', 'sentence2': 'A man sitting and woman laying in his lap.'}",A man sitting and a woman laying in his lap kissing each other. ,A  man sitting and  woman laying in each other.,0.2857142857142857,1.0,0.4125,1.6745786666870115,False,A man and woman sitting and kissing.,A man sitting and a woman lying in his lap.
61,0,entailment,neutral,neutral,0.0224582329392433,0.9988557,"{'sentence1': 'An elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.', 'sentence2': 'A woman is in a tan nun uniform.'}","{'sentence1': ' An elderly  woman with  a  nun uniform on and glasses is taking a picture with her camera.', 'sentence2': 'A woman is in a tan nun uniform.'}",An elderly woman with a tan nun uniform on and glasses is taking a picture with her camera. , An elderly  woman with  a  nun uniform on and glasses is taking a picture with her camera.,0.0526315789473684,1.0,0.275,1.2144558429718018,False,An elderly woman is taking a picture with her camera.,A woman is wearing a tan nun uniform.
