Unnamed: 0,orig_pred,contrast_pred,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,diff_premise_probs,diff_hypothesis_probs
28,entailment,neutral,A woman and child are on a boat and the woman is looking out into the ocean through a scope.,A lady is looking through a scope at the ocean.,"A woman and child are on a boat, and the woman is looking out into the ocean through a scope.",The woman is observing the ocean through a scope.,1,1,1,0.047619047619047616,0.7272727272727273,24.638343811035156,23.81291961669922,0.017540276050567627,0.007348001003265381
29,entailment,neutral,An Indian woman stands in an outdoor marketplace.,A female is outdoors at a bazaar.,An Indian woman stands in an outdoor marketplace.,The woman is shopping.,1,1,2,0.0,0.75,71.39610290527344,91.36399841308594,0.0,0.9435941148549318
30,entailment,neutral,two teen boys in school clothes are walking with something in a garbage bag.,Two boys are walking together carrying a bag.,Two teen boys in school clothes are walking with something in a garbage bag.,The boys are carrying their schoolbooks.,1,1,2,0.06666666666666667,0.5555555555555556,78.25218963623047,58.803653717041016,0.0,0.9749433603137732
32,entailment,neutral,A group of consumers walking through a public market to purchase vegetables with the background of the busy store just behind them.,Shoppers purchasing vegetables at a busy public market.,A group of consumers walking through a public market to purchase vegetables with the background of the busy store just behind them.,The consumers are browsing the market.,1,1,1,0.0,0.7777777777777778,83.52206420898438,70.28833770751953,0.0,-0.18677836656570435
33,entailment,neutral,Several street vehicles pass by a traditional architecture style of Thailand.,Vehicles are going down a street in Thailand.,Several street vehicles pass by a traditional architecture style of Thailand.,The vehicles are cruising down the street in Thailand.,1,1,1,0.0,0.4444444444444444,157.8748779296875,168.26614379882812,0.0,-0.08050251007080078
34,entailment,neutral,A man wearing a shite short-sleeved shirt kisses a woman wearing a light pink jacket while standing on a public street.,A man is kissing a woman,A man wearing a light-colored shirt kisses a woman wearing a light-colored jacket while standing on a public street.,The man is hugging the woman.,1,1,0,0.20833333333333334,0.6666666666666666,24.889324188232422,14.175318717956543,-0.002193629741668701,0.5752193575317506
35,entailment,neutral,A young woman is wearing a paper crown at an outdoor event.,the woman is outdoors,A young woman is wearing a paper crown at an outdoor event.,The woman is attending a festival.,1,1,2,0.0,1.25,40.55623245239258,104.64530944824219,0.0,0.9438547790050507
38,entailment,neutral,A man in a suit driving a horse-drawn buggy down a stone street.,The man is driving a buggy.,A man is riding a horse-drawn buggy down a stone street.,The man is taking a leisurely drive.,1,1,2,0.25,0.42857142857142855,45.97972869873047,26.062166213989258,-0.13437002897262573,0.5914641804993153
39,entailment,neutral,Expert snowboard is trying a new trick.,The person is snowboarding.,Expert snowboarder is trying a new trick.,The person is practicing a new trick.,1,1,1,0.125,0.8,70.5740737915039,44.879398345947266,-0.00027108192443847656,-0.042346179485321045
40,entailment,neutral,An Asian lady is holding a cup and sitting in front of a table covered in different foods.,There is a table next to a lady.,An Asian lady is holding a cup and sitting in front of a table covered in different foods.,The lady is enjoying a meal.,1,1,2,0.0,0.7777777777777778,35.796504974365234,37.92168426513672,0.0,0.8967726454138756
41,entailment,neutral,An Asian young woman wearing a white shirt and black pants is holding a pink purse.,The woman is holding a purse.,An Asian young woman is wearing a white shirt and black pants.,The woman is carrying a bag.,1,2,1,0.35294117647058826,0.2857142857142857,25.134538650512695,28.502765655517578,0.993724178057164,-0.0020441412925720215
42,entailment,neutral,A woman wearing a red hat and red bandanna followed by a man in a red bandanna.,The people are wearing bandanas.,A woman wearing a red hat and a man in a red bandanna.,The people are wearing matching outfits.,1,1,2,0.2222222222222222,0.3333333333333333,32.12342834472656,27.42261505126953,-0.2151874303817749,0.703837912529707
44,entailment,neutral,A man in a blue jacket holding a handsaw sawing a pipe on top of a wood fence.,Someone is sawing.,A man in a blue jacket holds a handsaw on top of a wood fence.,The man is repairing the fence.,1,0,2,0.21052631578947367,1.25,44.94692611694336,64.0520248413086,0.48327050160150975,0.8808469735085964
45,entailment,neutral,A man touching a hanging strand of lamps.,A man is reaching out to a strand of lamps.,A man touching a hanging strand of lamps.,The man is admiring the lamps.,1,1,2,0.0,0.6363636363636364,139.95164489746094,78.76422119140625,0.0,0.576318271458149
46,entailment,neutral,Dog running with a purple toy in the snowy field.,A dog is running.,Dog running with a toy in a snowy field.,The dog is playing with the toy.,1,1,2,0.18181818181818182,1.0,58.99654006958008,67.13001251220703,-0.002645254135131836,0.7496177908033133
47,entailment,neutral,Two bearded men sit side by side.,Two men are sitting down.,Two men with beards sit side by side.,The men are engaged in a conversation.,1,1,2,0.375,0.8333333333333334,23.840744018554688,37.28903579711914,-0.006348788738250732,0.9655234459787607
48,entailment,neutral,Two men in karate gear using fighting sticks.,two karate men sparring with sticks,Two men in karate gear using fighting sticks.,The men are practicing forms together.,1,1,1,0.0,1.1666666666666667,243.81515502929688,145.77554321289062,0.0,-0.20271551609039307
49,neutral,entailment,Man and woman rowing on surfboards third rower in distance.,Couples rowing on surfboards.,Man and woman rowing on surfboards third rower in distance.,People are rowing on surfboards.,2,2,1,0.0,0.4,109.34443664550781,118.4141845703125,0.0,0.6157693564891815
50,entailment,neutral,A person sweeping stairs in a park.,A person outside.,A person sweeping stairs in a park.,The person is taking a walk in the park.,1,1,0,0.0,2.0,37.454280853271484,148.7718963623047,0.0,0.886222954315599
51,entailment,neutral,"Four young men stare up at a basketball hoop with no net, in an outdoor, urban basketball court.",Four young men looking up at a basketball hoop.,"Four young men are admiring a basketball hoop in an outdoor, urban basketball court.",The four young men are admiring the basketball hoop.,1,1,1,0.3333333333333333,0.6,44.39649200439453,43.045753479003906,-0.13351255655288696,-0.26124250888824463
52,entailment,neutral,A solo cyclist is riding down a windy road.,A cyclist rides down a road,A solo cyclist is riding down a windy road.,The cyclist is taking a leisurely ride.,1,1,2,0.0,1.0,35.687522888183594,43.31834411621094,0.0,0.5274804309010506
53,entailment,neutral,A person standing next to an old dark building.,A person standing near a building.,A person standing next to an old dark building.,The person is admiring the building.,1,1,2,0.0,0.5714285714285714,43.06883239746094,33.22917556762695,0.0,0.9303803164511919
55,entailment,neutral,A man is playing with his skateboard on a street.,A man is outside.,A man is riding a skateboard on a street.,The man is practicing his tricks on a skatepark.,1,1,2,0.2727272727272727,1.4,23.451576232910156,27.64435386657715,0.0016896724700927734,0.8640924617648125
56,contradiction,neutral,"A guy on Rollerblades, sliding across a rail.",The skateboarder rides the rail.,"A guy on Rollerblades, gliding across a rail.",The skateboarder glides across the rail.,0,0,0,0.1,0.3333333333333333,46.908016204833984,57.95225143432617,0.0006770491600036621,-0.0018669962882995605
57,entailment,neutral,The man white purple and white polka-dotted shirts is eating and looking to his right while the woman behind him has a confused look on her face.,A person is consuming food.,The man is wearing a white and purple shirt while looking to his right.,The man is eating.,1,0,1,0.7333333333333333,0.6666666666666666,36.240211486816406,57.34165954589844,0.7715862159020617,0.000261843204498291
58,entailment,neutral,A woman is in the middle of hitting a tennis ball.,A woman is playing tennis.,A woman is holding a tennis racket.,The woman is hitting a ball.,1,2,1,0.5,0.6666666666666666,21.856088638305664,40.5947151184082,0.5080270767211914,0.15920019149780273
59,neutral,entailment,There are two people walking in the sand.,Two people walk across the beach.,There are two people walking in the sand.,People walk across the sand.,2,2,1,0.0,0.42857142857142855,31.424068450927734,25.784818649291992,0.0,0.8365898728370667
60,entailment,neutral,A man sitting and a woman laying in his lap kissing each other.,A man sitting and woman laying in his lap.,A person sitting and another person lying in their lap kissing each other.,The man and woman are cuddling.,1,2,1,0.35714285714285715,0.6,24.948711395263672,44.80638885498047,0.7159887105226517,-0.23751628398895264
61,entailment,neutral,An elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.,A woman is in a tan nun uniform.,An elderly woman is taking a picture with her camera.,The woman is taking a picture with her camera.,1,0,1,0.42105263157894735,0.6666666666666666,33.57145309448242,67.34979248046875,0.5292278230190277,0.0024491548538208008
64,contradiction,neutral,A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo.,A boy alien dressed for summer in a green shirt and kahki shorts,A boy is feeding food to a reindeer in a petting zoo.,The boy is wearing a spacesuit.,0,0,0,0.5,0.8461538461538461,64.13916015625,98.35707092285156,0.00031113624572753906,2.0503997802734375e-05
65,entailment,neutral,A man in a brown shirt and blue shorts walking in Droney Park.,A man walking in Droney Park.,A man in a brown shirt and blue shorts is in Droney Park.,The man is taking a stroll in Droney Park.,1,2,1,0.07142857142857142,0.7142857142857143,33.78310775756836,41.78726577758789,0.5688650608062744,-0.13494348526000977
66,entailment,neutral,A young man blew up balloons to craft into animals for the seven excited children that looked on.,The children are watching the man blow up balloons,A young man is crafting balloon animals for seven excited children.,The children are watching a man blow up balloons.,1,2,1,0.5263157894736842,0.2222222222222222,128.56661987304688,143.68984985351562,0.6463678181171417,0.015281856060028076
67,entailment,neutral,Three women sit together near woven walls.,Three women sit together.,Three women sit together near woven screens.,Four women sit together near woven walls.,1,1,0,0.125,0.8,55.666988372802734,189.80848693847656,0.000490725040435791,0.9980421564396238
69,neutral,entailment,A fireman searching for something using a flashlight.,A fireman is in the dark.,A fireman searching for something using a flashlight entails that the fireman is in the dark.,A fireman is searching for something using a flashlight.,2,1,1,0.8888888888888888,0.8571428571428571,20.926570892333984,33.444374084472656,0.9077949672937393,0.9084874540567398
70,entailment,neutral,A male with a prosthetic leg diving for a volleyball.,The male has at least one prosthetic leg.,A person with a prosthetic leg diving for a volleyball.,The male is diving for a volleyball.,1,2,1,0.09090909090909091,0.6666666666666666,42.9981689453125,49.180152893066406,0.8764978589024395,-0.009451329708099365
71,entailment,neutral,A man sits at a table in a room.,A man sits.,A man sits at a table in a room.,The man is reading a book.,1,1,2,0.0,1.25,15.259239196777344,26.607559204101562,0.0,0.9914993136189878
72,entailment,neutral,Violin soloists take the stage during the orchestra's opening show at the theater.,People are playing violin on stage.,Violin soloists perform on stage during the orchestra's opening show at the theater.,The soloists are performing.,1,1,1,0.13333333333333333,0.8571428571428571,55.85622024536133,60.84834289550781,0.08444607257843018,-0.05959320068359375
73,entailment,neutral,Women in costume stand on a stage.,The women are on stage.,Women stand on a stage in costume.,The women are performing.,1,1,2,0.5,0.3333333333333333,83.73277282714844,67.74694061279297,0.0041817426681518555,0.8311206959187984
74,entailment,neutral,"A race car, numbered 104 is rounding a bend as two people watch and take pictures.",People are taking pictures.,"A race car, numbered 104 is rounding a bend as two people watch.",The people are taking pictures of the race car.,1,0,2,0.16666666666666666,1.2,78.42546844482422,215.8400115966797,0.778945506317541,0.8790189027786255
75,entailment,neutral,Two young boys are playing in a fountain in a city plaza.,Kids are are standing in a fountain.,Two young boys are playing in a fountain in a city plaza.,The boys are splashing in the fountain.,1,1,2,0.0,0.5,29.7991943359375,63.19929504394531,0.0,0.7894880026578903
76,entailment,neutral,Two young ladies walking down the street together.,"There are two woman in this picture, and they are both outside.",Two young ladies are walking down the street together.,The two ladies are strolling together.,1,1,1,0.1111111111111111,0.7857142857142857,26.962318420410156,26.462709426879883,5.906820297241211e-05,-0.02738279104232788
77,entailment,neutral,"One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera.",An adult using a video camera.,"One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him.",The adult is recording a video.,1,0,2,0.20689655172413793,0.5714285714285714,32.13982391357422,29.92450714111328,0.9817410334944725,0.6410222817212343
78,entailment,neutral,A woman is leaning down while talking to her phone.,A woman is using a phone,A woman is bending down to speak to someone.,The woman is texting.,1,0,0,0.45454545454545453,0.6666666666666666,43.665130615234375,43.66634750366211,0.5329478967469186,0.9794341910164803
80,entailment,neutral,"Women of India performing with blue streamers, in beautiful blue costumes.",indian women perform together in gorgeous costumes,"Women of India performing with blue streamers, in beautiful blue costumes.",The women are dancing together in elegant costumes.,1,1,2,0.0,0.7142857142857143,131.21194458007812,243.28326416015625,0.0,0.604171633720398
81,entailment,neutral,A gymnast is seen defying gravity as she performs an impressive move several feet above the parallel bars.,a gymanst performing,A gymnast is seen performing an impressive move several feet above the parallel bars.,The gymnast is performing.,1,1,1,0.2631578947368421,1.3333333333333333,50.11937713623047,271.23687744140625,-0.010183215141296387,-0.00993955135345459
82,entailment,neutral,Players from two opposing teams wearing colorful cleats struggle to gain control over a ball on an AstroTurf field.,The players are playing a sport.,Players from two opposing teams wearing colorful shoes struggle to gain control over a ball on an artificial turf field.,The players are participating in a recreational activity.,1,1,1,0.15,0.5714285714285714,55.08391189575195,56.49092483520508,-0.013799428939819336,-0.0030604004859924316
83,entailment,neutral,a young girl looking down through some leaves from atop a tree.,There is a girl outdoors.,A young girl is looking down through some leaves from atop a tree.,The young girl is examining the leaves.,1,1,1,0.15384615384615385,1.0,42.91142654418945,68.16313171386719,-0.0005125999450683594,-0.007690727710723877
84,entailment,neutral,A man holding a baby who is petting a pony.,A man with a baby is petting a pony.,A man is holding a baby who is petting a pony.,The man is holding a baby who is petting a pony.,1,1,1,0.09090909090909091,0.4,11.979490280151367,20.746078491210938,-0.005430698394775391,0.004724979400634766
85,entailment,neutral,Man in blue shirt yells and points off-camera while a man in a blue shirt and baseball cap watches.,A man is yelling.,Man in blue shirt is gesturing off-camera while another man watches.,The man in the blue shirt is gesturing.,1,2,1,0.5,1.2,28.854530334472656,59.044471740722656,0.8798130108043551,-0.011010468006134033
86,entailment,neutral,A small child is riding in a red wagon.,A kid is in a wagon.,A small child is pushing a red wagon.,The child is pushing the wagon.,1,1,0,0.2,0.5714285714285714,29.83407974243164,61.69682312011719,-0.09718483686447144,0.9648576648323797
87,entailment,neutral,A man in renaissance clothing is sitting on a brick wall.,The man is in costume,A man is sitting on a brick wall.,The man is dressed for a costume party.,1,2,2,0.25,1.0,34.235347747802734,35.866294860839844,0.6077875979244709,0.9394336231052876
88,entailment,neutral,a big black dog jumps in the air to catch the tennis ball in his mouth.,A dog is jumping.,A big black dog is jumping in the air to catch the tennis ball in his mouth.,The dog is jumping enthusiastically.,1,1,2,0.17647058823529413,0.4,43.36661911010742,34.79793167114258,0.004451096057891846,0.8557793842628598
89,entailment,neutral,Two men are boxing in fighting arena.,TWo men are boxing.,Premise: Two men are participating in a martial arts competition on a ring.,The men are sparring.,1,0,1,1.25,0.4,126.41571044921875,108.13692474365234,0.9959342863294296,-0.22457027435302734
90,entailment,neutral,A wall hung with multicolored crosses is visible behind the group of young men as they converse.,Young men are talking,A wall hung with multicolored crosses is visible behind the group of young men as they converse.,The young men are discussing.,1,1,1,0.0,1.0,43.74580001831055,46.34897994995117,0.0,-0.0007289648056030273
91,entailment,neutral,Red-haired female answers questions while sitting at a table for craftzine.,She answers questions while sitting at a table.,Red-haired person answers questions while sitting at a table for craftzine.,She discusses questions while sitting at a table for craftzine.,1,1,1,0.07142857142857142,0.3333333333333333,46.1016731262207,58.15754699707031,-0.259116530418396,0.012548744678497314
92,entailment,neutral,"Two men in costumes with fake carrot noses, top hats, sunglasses and white fur coats that contain white electrical lights.",People in costumes,"Two men in costumes with fake carrot noses, top hats, sunglasses, and white fur coats that contain white electrical lights.",The men are dressed up for a costume party.,1,1,2,0.043478260869565216,3.3333333333333335,75.40715789794922,123.0280990600586,-0.00017565488815307617,0.9742345493286848
93,entailment,neutral,A man has wrecked his racing bike in the dirt with five spectators behind a rope.,A man has damaged something.,A man is riding a bike in a dirt area with five spectators behind a rope.,The man has crashed his bike.,1,2,1,0.35294117647058826,0.6666666666666666,70.81800842285156,99.52164459228516,0.8793315961956978,0.06168973445892334
94,entailment,neutral,A city street with market vendors and children being pushed in strollers with a large cathedral in the background.,The strollers are moving.,A city street with market vendors and children being pushed in strollers with a large cathedral in the background.,The strollers are stationary.,1,1,0,0.0,0.2,125.30968475341797,112.39754486083984,0.0,0.9615613403730094
95,entailment,neutral,Two men working on farm equipment that is being pulled by two horses.,The men are working on farm stuff.,Two men are working on farm equipment that is being pulled by two horses.,The men are tending to the horses.,1,1,1,0.07142857142857142,0.5,45.763641357421875,44.370723724365234,-0.00043761730194091797,-0.22192049026489258
96,entailment,neutral,Woman running in a park while listening to music.,A woman jogging in a park.,Woman walks in a park while listening to music.,The woman is walking in the park.,1,0,0,0.1,0.5714285714285714,42.79662322998047,33.805030822753906,0.9839741480536759,0.9916009199805558
97,entailment,neutral,A man in jeans and a brown shirt jumps high in the air in a living room that has a fireplace and wooden floor.,a guy in brown jumps up in a room with a  wood floor,A man is wearing jeans and a brown shirt jumps high in the air in a living room that has a fireplace and wooden floor.,The man is jumping in a room with a wood floor.,1,1,1,0.08,0.5714285714285714,25.127029418945312,58.11912155151367,0.015237390995025635,0.05251717567443848
98,entailment,neutral,"The blond young man who had been splattered with paint colors of blue, orange, and green held up his camera to take a picture.",A man covered in paint takes a photo.,"The young man who had been splattered with paint colors of blue, orange, and green holds up his camera to take a picture.",The man is taking a photo.,1,1,1,0.07407407407407407,0.5555555555555556,35.474369049072266,26.54207420349121,0.0020334720611572266,-0.009500265121459961
99,entailment,neutral,"One woman with jeans, gray shirt and sandals; with girl in all pink watching a white ball float in midair.",The shirt is gray.,"One woman with jeans, gray shirt and sandals; with girl in all pink watching a white ball float in midair.",The shirt is light blue.,1,1,0,0.0,0.4,130.7035675048828,138.97238159179688,0.0,0.993745663552545
100,entailment,neutral,3 people are shopping in a market.,There are people at a market.,Three people are browsing in a store.,The people are browsing.,1,1,1,0.375,0.7142857142857143,151.17929077148438,121.3929443359375,-0.21024161577224731,-0.06371855735778809
101,entailment,neutral,A man is working in an art studio and is surrounded by art supplies.,A man is working on art.,A man is using art supplies in an art studio.,The man is creating art.,1,1,2,0.6,0.42857142857142855,25.41271209716797,78.03286743164062,0.010329067707061768,0.45943719893693924
102,entailment,contradiction,The man in black is flying off the full in front of a red fence.,The man is next to the fence.,The man in black is flying off the full in front of a green fence.,The man is standing on the ground.,1,1,0,0.0625,0.375,49.80791091918945,48.12530517578125,0.03247636556625366,0.8950647115707397
103,entailment,neutral,People are hiking up a mountain with no greenery.,The mountain is bare.,People are hiking up a mountain with limited greenery.,The people are climbing.,1,0,1,0.1,0.6,60.44605255126953,91.89092254638672,0.5363485671114177,0.011156141757965088
104,entailment,neutral,"An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow.",An old woman has a jean jacket.,"An old man in a baseball hat and an old woman are standing outside, but are covered mostly in shadow.",The old woman has a jacket.,1,2,1,0.15384615384615385,0.25,30.78143882751465,39.31739044189453,0.9670363310724497,-0.004740893840789795
105,entailment,neutral,A patient is being worked on by doctors and nurses.,Someone is at the doctor.,A patient is receiving medical care from doctors and nurses.,The patient is receiving treatment.,1,1,1,0.36363636363636365,0.8333333333333334,30.48724937438965,51.20907211303711,-0.004611074924468994,0.01775979995727539
106,entailment,neutral,A young male wearing a white shirt with a character outlined very darkly.,A young male in a white shirt.,A young male is wearing a white shirt with a character outlined very darkly.,The young male is wearing a shirt with a subtle design.,1,1,1,0.07142857142857142,1.0,48.230464935302734,40.499027252197266,0.0001264810562133789,-0.006051063537597656
107,entailment,neutral,A man wearing a white shirt and a blue jeans reading a newspaper while standing,A man is reading a newspaper.,A man is wearing a white shirt and blue jeans while standing,The man is reading a book.,1,0,0,0.3333333333333333,0.2857142857142857,80.93854522705078,39.93927764892578,0.776287057902664,0.9975238828919828
108,entailment,neutral,A man and woman setup a camera.,Two people setup a device,A man and woman set up a camera.,The people are taking pictures.,1,1,2,0.25,1.0,76.8536376953125,84.48794555664062,0.008446097373962402,0.5014235973358154
109,entailment,neutral,two dogs run across the woods.,The canines run around in the forest.,Two dogs are walking in the woods.,The canines are strolling through the woods.,1,1,0,0.5714285714285714,0.5,45.95455551147461,36.129364013671875,-0.09335172176361084,0.658241497920244
110,entailment,neutral,A man is kayaking in rough waters.,The man is in a boat,A man is paddling a kayak in rough waters.,The man is paddling a kayak.,1,1,1,0.375,0.5,28.12115478515625,30.107194900512695,0.0533868670463562,0.09725260734558105
111,entailment,neutral,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.",A person is near a pile of coconuts.,"A person is standing outside, near a pile of coconuts.",The person is operating a steel machine.,1,1,1,0.5909090909090909,0.5555555555555556,43.060420989990234,14.064586639404297,-0.008824288845062256,-0.031113803386688232
112,entailment,neutral,Several men at a bar watch a sports game on the television.,Some men are watching TV at a bar.,Several men are at a bar watching a sports game on the television.,The men are cheering.,1,1,2,0.15384615384615385,0.6666666666666666,51.12352752685547,34.82575988769531,-0.03904515504837036,0.914721705019474
